timestamp,delta_t_ms,x1_raw,x2_raw,x1_corrected,x2_corrected,differential,processed
2026-02-27T17:17:29.396137,1.038,108.1800,-9.6160,115.1666,11.3289,103.8378,74.3574
2026-02-27T17:17:29.397041,0.904,110.5840,-12.0200,117.5706,8.9248,108.6458,80.3946
2026-02-27T17:17:29.447729,50.688,115.3920,-10.8180,122.3786,10.1269,112.2518,85.5823
2026-02-27T17:17:29.497078,49.349,111.7860,-14.4240,118.7726,6.5209,112.2518,89.1296
2026-02-27T17:17:29.498794,1.716,115.3920,-12.0200,122.3786,8.9248,113.4538,90.7670
2026-02-27T17:17:29.549382,50.588,116.5940,-13.2220,123.5806,7.7229,115.8578,92.3765
2026-02-27T17:17:29.597144,47.762,111.7860,-9.6160,118.7726,11.3289,107.4438,93.1813
2026-02-27T17:17:29.648092,50.948,115.3920,-12.0200,122.3786,8.9248,113.4538,93.5837
2026-02-27T17:17:29.649785,1.693,116.5940,-14.4240,123.5806,6.5209,117.0598,93.7849
2026-02-27T17:17:29.695298,45.513,118.9980,-12.0200,125.9846,8.9248,117.0598,96.2578
2026-02-27T17:17:29.746128,50.830,114.1900,-13.2220,121.1766,7.7229,113.4538,97.5949
2026-02-27T17:17:29.747474,1.346,116.5940,-10.8180,123.5806,10.1269,113.4538,95.7402
2026-02-27T17:17:29.794564,47.090,116.5940,-13.2220,123.5806,7.7229,115.8578,94.8631
2026-02-27T17:17:29.845305,50.741,117.7960,-14.4240,124.7826,6.5209,118.2618,96.0062
2026-02-27T17:17:29.846620,1.315,116.5940,-13.2220,123.5806,7.7229,115.8578,96.5777
2026-02-27T17:17:29.901470,54.850,120.2000,-12.0200,127.1866,8.9248,118.2618,98.7390
2026-02-27T17:17:29.947005,45.535,117.7960,-13.2220,124.7826,7.7229,117.0598,98.9109
2026-02-27T17:17:29.996682,49.677,122.6040,-13.2220,129.5906,7.7229,121.8678,99.9485
2026-02-27T17:17:29.998195,1.513,122.6040,-10.8180,129.5906,10.1269,119.4638,101.4190
2026-02-27T17:17:30.097293,99.098,121.4020,-12.0200,128.3886,8.9248,119.4638,102.1542
2026-02-27T17:17:30.098896,1.603,123.8060,-14.4240,130.7926,6.5209,124.2718,102.5218
2026-02-27T17:17:30.100340,1.444,127.4120,-13.2220,134.3986,7.7229,126.6758,106.5122
2026-02-27T17:17:30.145608,45.268,121.4020,-12.0200,128.3886,8.9248,119.4638,108.5074
2026-02-27T17:17:30.194808,49.200,125.0080,-15.6260,131.9946,5.3188,126.6758,110.8916
2026-02-27T17:17:30.196078,1.270,122.6040,-14.4240,129.5906,6.5209,123.0698,110.0024
2026-02-27T17:17:30.295488,99.410,122.6040,-14.4240,129.5906,6.5209,123.0698,109.3015
2026-02-27T17:17:30.346573,51.085,123.8060,-12.0200,130.7926,8.9248,121.8678,108.9504
2026-02-27T17:17:30.348150,1.577,123.8060,-16.8280,130.7926,4.1168,126.6758,108.7749
2026-02-27T17:17:30.349642,1.492,121.4020,-12.0200,128.3886,8.9248,119.4638,107.7354
2026-02-27T17:17:30.398010,48.368,125.0080,-14.4240,131.9946,6.5209,125.4738,110.0447
2026-02-27T17:17:30.447759,49.749,122.6040,-10.8180,129.5906,10.1269,119.4638,106.4800
2026-02-27T17:17:30.449724,1.965,123.8060,-10.8180,130.7926,10.1269,120.6658,105.6364
2026-02-27T17:17:30.494869,45.145,121.4020,-10.8180,128.3886,10.1269,118.2618,104.2629
2026-02-27T17:17:30.546345,51.476,121.4020,-10.8180,128.3886,10.1269,118.2618,102.6245
2026-02-27T17:17:30.547872,1.527,121.4020,-8.4140,128.3886,12.5308,115.8578,101.8053
2026-02-27T17:17:30.596249,48.377,123.8060,-13.2220,130.7926,7.7229,123.0698,101.3957
2026-02-27T17:17:30.646376,50.127,115.3920,-10.8180,122.3786,10.1269,112.2518,99.2877
2026-02-27T17:17:30.695629,49.253,117.7960,-12.0200,124.7826,8.9248,115.8578,98.2336
2026-02-27T17:17:30.697065,1.436,120.2000,-13.2220,127.1866,7.7229,119.4638,97.7066
2026-02-27T17:17:30.744790,47.725,117.7960,-8.4140,124.7826,12.5308,112.2518,97.4431
2026-02-27T17:17:30.798521,53.731,118.9980,-10.8180,125.9846,10.1269,115.8578,97.3113
2026-02-27T17:17:30.800266,1.745,122.6040,-12.0200,129.5906,8.9248,120.6658,97.2454
2026-02-27T17:17:30.845889,45.623,120.2000,-10.8180,127.1866,10.1269,117.0598,98.1642
2026-02-27T17:17:30.894466,48.577,121.4020,-12.0200,128.3886,8.9248,119.4638,100.5268
2026-02-27T17:17:30.895038,0.572,126.2100,-12.0200,133.1966,8.9248,124.2718,101.7081
2026-02-27T17:17:30.944559,49.521,127.4120,-9.6160,134.3986,11.3289,123.0698,105.1537
2026-02-27T17:17:30.995896,51.337,123.8060,-12.0200,130.7926,8.9248,121.8678,106.8765
2026-02-27T17:17:31.044515,48.619,122.6040,-10.8180,129.5906,10.1269,119.4638,106.7863
2026-02-27T17:17:31.045574,1.059,123.8060,-13.2220,130.7926,7.7229,123.0698,106.7411
2026-02-27T17:17:31.145537,99.963,127.4120,-12.0200,134.3986,8.9248,125.4738,107.6702
2026-02-27T17:17:31.146693,1.156,125.0080,-10.8180,131.9946,10.1269,121.8678,108.1348
2026-02-27T17:17:31.147718,1.025,126.2100,-14.4240,133.1966,6.5209,126.6758,110.1711
2026-02-27T17:17:31.200307,52.589,127.4120,-10.8180,134.3986,10.1269,124.2718,110.2447
2026-02-27T17:17:31.246364,46.057,127.4120,-14.4240,134.3986,6.5209,127.8778,111.4864
2026-02-27T17:17:31.247873,1.509,127.4120,-13.2220,134.3986,7.7229,126.6758,112.1073
2026-02-27T17:17:31.295593,47.720,127.4120,-12.0200,134.3986,8.9248,125.4738,112.4178
2026-02-27T17:17:31.345402,49.809,132.2200,-10.8180,139.2066,10.1269,129.0798,112.5730
2026-02-27T17:17:31.394555,49.153,131.0180,-13.2220,138.0046,7.7229,130.2818,113.8556
2026-02-27T17:17:31.444742,50.187,128.6140,-13.2220,135.6006,7.7229,127.8778,114.5403
2026-02-27T17:17:31.445901,1.159,129.8160,-10.8180,136.8026,10.1269,126.6758,114.2338
2026-02-27T17:17:31.495288,49.387,132.2200,-12.0200,139.2066,8.9248,130.2818,114.0806
2026-02-27T17:17:31.496198,0.910,133.4220,-13.2220,140.4086,7.7229,132.6858,115.3141
2026-02-27T17:17:31.545652,49.454,132.2200,-12.0200,139.2066,8.9248,130.2818,115.9308
2026-02-27T17:17:31.596347,50.695,131.0180,-10.8180,138.0046,10.1269,127.8778,116.2392
2026-02-27T17:17:31.597980,1.633,127.4120,-10.8180,134.3986,10.1269,124.2718,115.0833
2026-02-27T17:17:31.645754,47.774,129.8160,-10.8180,136.8026,10.1269,126.6758,113.8623
2026-02-27T17:17:31.696278,50.524,123.8060,-12.0200,130.7926,8.9248,121.8678,112.0903
2026-02-27T17:17:31.796447,100.169,131.0180,-12.0200,138.0046,8.9248,129.0798,112.4092
2026-02-27T17:17:31.798259,1.812,128.6140,-15.6260,135.6006,5.3188,130.2818,113.7738
2026-02-27T17:17:31.799720,1.461,125.0080,-12.0200,131.9946,8.9248,123.0698,114.4958
2026-02-27T17:17:31.844728,45.008,125.0080,-13.2220,131.9946,7.7229,124.2718,112.3871
2026-02-27T17:17:31.845963,1.235,128.6140,-12.0200,135.6006,8.9248,126.6758,111.3527
2026-02-27T17:17:31.894606,48.643,125.0080,-12.0200,131.9946,8.9248,123.0698,110.8354
2026-02-27T17:17:31.944747,50.141,125.0080,-12.0200,131.9946,8.9248,123.0698,109.9594
2026-02-27T17:17:31.946225,1.478,121.4020,-13.2220,128.3886,7.7229,120.6658,109.2794
2026-02-27T17:17:31.995375,49.150,126.2100,-13.2220,133.1966,7.7229,125.4738,108.9393
2026-02-27T17:17:32.045155,49.780,118.9980,-9.6160,125.9846,11.3289,114.6558,106.8660
2026-02-27T17:17:32.094659,49.504,120.2000,-13.2220,127.1866,7.7229,119.4638,104.8777
2026-02-27T17:17:32.095806,1.147,117.7960,-12.0200,124.7826,8.9248,115.8578,101.0287
2026-02-27T17:17:32.144422,48.616,120.2000,-12.0200,127.1866,8.9248,118.2618,101.0074
2026-02-27T17:17:32.247458,103.036,120.2000,-10.8180,127.1866,10.1269,117.0598,100.0451
2026-02-27T17:17:32.249256,1.798,114.1900,-14.4240,121.1766,6.5209,114.6558,99.5640
2026-02-27T17:17:32.250818,1.562,111.7860,-16.8280,118.7726,4.1168,114.6558,97.4201
2026-02-27T17:17:32.295652,44.834,111.7860,-15.6260,118.7726,5.3188,113.4538,96.4584
2026-02-27T17:17:32.296500,0.848,109.3820,-12.0200,116.3686,8.9248,107.4438,95.2222
2026-02-27T17:17:32.345771,49.271,109.3820,-14.4240,116.3686,6.5209,109.8478,92.2318
2026-02-27T17:17:32.447329,101.558,109.3820,-14.4240,116.3686,6.5209,109.8478,90.7365
2026-02-27T17:17:32.449270,1.941,106.9780,-9.6160,113.9646,11.3289,102.6358,89.9889
2026-02-27T17:17:32.450924,1.654,108.1800,-14.4240,115.1666,6.5209,108.6458,88.8243
2026-02-27T17:17:32.494246,43.322,106.9780,-12.0200,113.9646,8.9248,105.0398,85.6255
2026-02-27T17:17:32.544094,49.848,106.9780,-13.2220,113.9646,7.7229,106.2418,83.6524
2026-02-27T17:17:32.545192,1.098,104.5740,-14.4240,111.5606,6.5209,105.0398,80.3931
2026-02-27T17:17:32.594627,49.435,103.3720,-12.0200,110.3586,8.9248,101.4338,78.7635
2026-02-27T17:17:32.647232,52.605,98.5640,-12.0200,105.5506,8.9248,96.6258,74.7781
2026-02-27T17:17:32.648482,1.250,96.1600,-13.2220,103.1466,7.7229,95.4238,69.9040
2026-02-27T17:17:32.747120,98.638,15.6260,-19.2320,22.6126,1.7128,20.8998,66.9644
2026-02-27T17:17:32.748746,1.626,14.4240,-20.4340,21.4106,0.5109,20.8998,34.7242
2026-02-27T17:17:32.796607,47.861,18.0300,-24.0400,25.0166,-3.0952,28.1118,25.1191
2026-02-27T17:17:32.797886,1.279,13.2220,-22.8380,20.2086,-1.8932,22.1018,19.9331
2026-02-27T17:17:32.846128,48.242,13.2220,-20.4340,20.2086,0.5109,19.6978,17.1883
2026-02-27T17:17:32.894985,48.857,13.2220,-20.4340,20.2086,0.5109,19.6978,15.0830
2026-02-27T17:17:32.896057,1.072,7.2120,-19.2320,14.1986,1.7128,12.4858,14.0303
2026-02-27T17:17:32.944655,48.598,12.0200,-21.6360,19.0066,-0.6911,19.6978,13.5040
2026-02-27T17:17:33.046589,101.934,8.4140,-21.6360,15.4006,-0.6911,16.0918,12.1415
2026-02-27T17:17:33.048159,1.570,9.6160,-20.4340,16.6026,0.5109,16.0918,11.4602
2026-02-27T17:17:33.049750,1.591,9.6160,-18.0300,16.6026,2.9148,13.6878,11.1195
2026-02-27T17:17:33.096275,46.525,9.6160,-20.4340,16.6026,0.5109,16.0918,10.9492
2026-02-27T17:17:33.147117,50.842,6.0100,-16.8280,12.9966,4.1168,8.8798,10.1311
2026-02-27T17:17:33.148545,1.428,8.4140,-19.2320,15.4006,1.7128,13.6878,9.7221
2026-02-27T17:17:33.195923,47.378,6.0100,-18.0300,12.9966,2.9148,10.0818,0.0000
2026-02-27T17:17:33.246542,50.619,7.2120,-20.4340,14.1986,0.5109,13.6878,0.0000
2026-02-27T17:17:33.247497,0.955,7.2120,-19.2320,14.1986,1.7128,12.4858,0.0000
2026-02-27T17:17:33.295955,48.458,4.8080,-22.8380,11.7946,-1.8932,13.6878,0.0000
2026-02-27T17:17:33.345198,49.243,6.0100,-20.4340,12.9966,0.5109,12.4858,0.0000
2026-02-27T17:17:33.346155,0.957,4.8080,-22.8380,11.7946,-1.8932,13.6878,0.0000
2026-02-27T17:17:33.395981,49.826,4.8080,-20.4340,11.7946,0.5109,11.2838,0.0000
2026-02-27T17:17:33.445566,49.585,6.0100,-19.2320,12.9966,1.7128,11.2838,0.0000
2026-02-27T17:17:33.495763,50.197,1.2020,-21.6360,8.1886,-0.6911,8.8798,0.0000
2026-02-27T17:17:33.496706,0.943,4.8080,-21.6360,11.7946,-0.6911,12.4858,0.0000
2026-02-27T17:17:33.546420,49.714,4.8080,-20.4340,11.7946,0.5109,11.2838,0.0000
2026-02-27T17:17:33.597217,50.797,6.0100,-21.6360,12.9966,-0.6911,13.6878,0.0000
2026-02-27T17:17:33.597930,0.713,6.0100,-20.4340,12.9966,0.5109,12.4858,0.0000
2026-02-27T17:17:33.650997,53.067,4.8080,-20.4340,11.7946,0.5109,11.2838,0.0000
2026-02-27T17:17:33.696396,45.399,7.2120,-18.0300,14.1986,2.9148,11.2838,0.0000
2026-02-27T17:17:33.697454,1.058,3.6060,-16.8280,10.5926,4.1168,6.4758,0.0000
